T	des_TPD_HH	des_rate_HH	des_TPD_full	des_pre_full	des_rate_full	des_TPD_Tait	des_pre_Tait	des_rate_Tait
144.0	2.3240545805336114e-13	9.296218322138638e-15	3.134971230748173e-10	3743592354249948.5	1.2539884930143378e-11	3.2134384333809366e-10	3837293124800689.0	1.2853753741003122e-11
145.0	3.464596921530427e-13	1.3858387686131177e-14	4.779899287942471e-10	3828841127866700.0	1.9119597168666493e-11	4.907899498383558e-10	3931373093700170.5	1.963159801126601e-11
146.0	5.137011541193871e-13	2.0548046164796643e-14	7.247261567561607e-10	3915296987086086.5	2.8989046309721463e-11	7.454190275815524e-10	4027089191818568.0	2.9816761144827155e-11
147.0	7.576481485042512e-13	3.0305925940216827e-14	1.0928184436466495e-09	4002964748810893.5	4.3712737837070365e-11	1.1259864783833772e-09	4124458373711878.0	4.5039459231694115e-11
148.0	1.1116556218888742e-12	4.446622487565729e-14	1.639036274536792e-09	4091849134195574.0	6.556145118990904e-11	1.6917695715526292e-09	4223497652099741.0	6.767078308307883e-11
149.0	1.6227958395644166e-12	6.49118335827982e-14	2.4453549094228093e-09	4181954768835117.5	9.781419684821083e-11	2.528545431435146e-09	4324224097667280.5	1.0114181775878523e-10
150.0	2.3571784039579176e-12	9.42871361587915e-14	3.629552762037468e-09	4273286182950040.5	1.4518211153605196e-10	3.7598177621568866e-09	4426654838868932.0	1.5039271161207576e-10
151.0	3.4072095769585376e-12	1.3628838307934907e-13	5.360016427877756e-09	4365847811567553.5	2.144006594506219e-10	5.562539355938703e-09	4530807061734247.0	2.225015767397018e-10
152.0	4.901452757236904e-12	1.9605811029159358e-13	7.876326126798872e-09	4459643994698909.0	3.150530501925838e-10	8.189027128360873e-09	4636698009675673.0	3.2756109064011263e-10
153.0	7.017962443355491e-12	2.8071849773862733e-13	1.1517745735063444e-08	4554678977512988.0	4.607098405192606e-10	1.1997367853899227e-08	4744344983298196.0	4.798947261519559e-10
154.0	1.0002236508217419e-11	4.0008946033778654e-13	1.6762473528152833e-08	4650956910506169.0	6.704989650275907e-10	1.7493413609950565e-08	4853765340210911.0	6.997365702844197e-10
155.0	1.419128292748183e-11	5.676513171178477e-13	2.4281477145774576e-08	4748481849668794.0	9.712591367344538e-10	2.5388527713684208e-08	4964976494840423.0	1.0155411638820767e-09
156.0	2.0045748202652173e-11	8.018299281437031e-13	3.501200944041498e-08	4847257756648268.0	1.4004804850211985e-09	3.6678643758499226e-08	5077995918246063.0	1.467145867530344e-09
157.0	2.819263163159267e-11	1.1277052653392164e-12	5.025757046243768e-08	4947288498908782.0	2.0103030430549094e-09	5.275204350452751e-08	5192841137936912.0	2.110081986121863e-09
158.0	3.948184451710586e-11	1.5792737808345045e-12	7.18232587916925e-08	5048577849888150.0	2.872930816969959e-09	7.553567300527887e-08	5309529737690555.0	3.0214274317603254e-09
159.0	5.5060806075218016e-11	2.202432243305241e-12	1.0219828689695856e-07	5151129489151848.0	4.0879324315719e-09	1.0769296452319606e-07	5428079357373638.0	4.307719635641941e-09
160.0	7.647244697588781e-11	3.058897879615767e-12	1.4480110188129347e-07	5254947002544183.0	5.7920460212771215e-09	1.5289022211272486e-07	5548507692764029.0	6.115611040480553e-09
161.0	1.0578347679728173e-10	4.23133907301751e-12	2.043072829957778e-07	5360033882337478.0	8.172295248935641e-09	2.1615392296705092e-07	5670832495374765.0	8.64616128867656e-09
162.0	1.4575163597131483e-10	5.830065441021086e-12	2.870864660781917e-07	5466393527378573.0	1.1483466510344472e-08	3.0434811348959376e-07	5795071572279566.0	1.2173933324049349e-08
163.0	2.0004298447223419e-10	8.00171938303187e-12	4.017823283180062e-07	5574029243233769.0	1.607130875688062e-08	4.268098499991013e-07	5921242785940031.0	1.7072411515029292e-08
164.0	2.735131856447596e-10	1.094052743364289e-11	5.600795962221307e-07	5682944242332034.0	2.240321462999603e-08	5.961918620695081e-07	6049364054034440.0	2.3847709127250345e-08
165.0	3.725703534477851e-10	1.4902814152683935e-11	7.77714661985937e-07	5793141644106683.0	3.1108646644778033e-08	8.295759392557369e-07	6179453349288064.0	3.3183105560080866e-08
166.0	5.056415005200949e-10	2.0225660048388117e-11	1.0758023826332798e-06	5904624475135931.0	4.303221199809616e-08	1.1499387487082114e-06	6311528699305120.0	4.599768235291771e-08
167.0	6.837701393591527e-10	2.735080562549761e-11	1.4825718202778993e-06	6017395669282640.0	5.9303097424930045e-08	1.5880748557949786e-06	6445608186402211.0	6.35232501316813e-08
168.0	9.213793725021555e-10	3.685517499418632e-11	2.0356290742052423e-06	6131458067833358.0	8.142559209150378e-08	2.185110839515026e-06	6581709947443253.0	8.740492449204375e-08
169.0	1.2372431256390156e-09	4.948972519751857e-11	2.784897192215243e-06	6246814419637093.0	1.1139670152585171e-07	2.9957810355081792e-06	6719852173675946.0	1.1983217630664193e-07
170.0	1.6557183458108208e-09	6.62287341444935e-11	3.7964229313808786e-06	6363467381243929.0	1.5185844960635e-07	4.092681390887096e-06	6860053110569641.0	1.6370902326911622e-07
171.0	2.2083033793152484e-09	8.833213573507194e-11	5.157289683825009e-06	6481419517043899.0	2.0629445217998654e-07	5.5717753509026935e-06	7002331057654703.0	2.2287433265554485e-07
172.0	2.9356028025221197e-09	1.1742411310790037e-10	6.981937379763382e-06	6600673299406318.0	2.792828139549124e-07	7.559497247726772e-06	7146704368363248.0	3.0238607729303524e-07
173.0	3.889797223972424e-09	1.5559189074999098e-10	9.420266251293673e-06	6721231108819985.0	3.7682045729562644e-07	1.022188749282101e-05	7293191449871346.0	4.0888695728356914e-07
174.0	5.137738619261843e-09	2.0550954793558467e-10	1.2667995113612745e-05	6843095234034349.0	5.067377666604953e-07	1.3776303777281682e-05	7441810762942497.0	5.510732259238624e-07
175.0	6.764818317447065e-09	2.7059273825559303e-10	1.6979859999436612e-05	6966267872201808.0	6.792270806934246e-07	1.850638796753288e-05	7592580821772571.0	7.402940284682851e-07
176.0	8.879786665702713e-09	3.5519147632620016e-10	2.268637991949392e-05	7090751129021914.0	9.075142708999827e-07	2.4781134765194682e-05	7745520193836031.0	9.913153040557765e-07
177.0	1.1620741632546036e-08	4.6482968212106563e-10	3.0215088280182983e-05	7216547018887213.0	1.2087096327125685e-06	3.3079111690098806e-05	7900647499733483.0	1.3232905865646076e-06
178.0	1.5162549302009733e-08	6.065020010738351e-10	4.0117336883117345e-05	7343657465031266.0	1.60488284491049e-06	4.4019127699100344e-05	8057981413040537.0	1.7609911949156098e-06
179.0	1.972601367496378e-08	7.890405966820064e-10	5.310203102153977e-05	7472084299678930.0	2.124417139318895e-06	5.839894786489355e-05	8217540660157951.0	2.3363607156091095e-06
180.0	2.558917794780171e-08	1.023567202553842e-09	7.007795619798044e-05	7601829264199378.0	2.8037104343524698e-06	7.724401293008575e-05	8379344020163013.0	3.0904738117443517e-06
181.0	3.310121623447799e-08	1.3240487927499173e-09	9.22067170777499e-05	7732894009262042.0	3.68930645999611e-06	0.00010186855467682401	8543410324662222.0	4.0759977911790515e-06
182.0	4.269946555070602e-08	1.7079788635079744e-09	0.00012096873511553534	7865280094995547.0	4.840557352478033e-06	0.00013395201029958343	8709758457645146.0	5.360277680039291e-06
183.0	5.493025510259896e-08	2.1972106085726222e-09	0.00015824524967959642	7998988991149797.0	6.332941428309972e-06	0.00017563423957287148	8878407355339514.0	7.029192541738882e-06
184.0	7.047431616556315e-08	2.818973320393929e-09	0.00020641984308204312	8134022077262234.0	8.262186567462432e-06	0.00022963374278166292	9049376006067522.0	9.191963357248885e-06
185.0	9.017770413024748e-08	3.6071092815646403e-09	0.000268503662877588	8270380642827302.0	1.0749381671828074e-05	0.00029939386425246794	9222683450103294.0	1.1987131998524462e-05
186.0	1.1508933808191283e-07	4.603575363164771e-09	0.00034828923722479514	8408065887470350.0	1.394729698305832e-05	0.00038926283397986973	9398348779531502.0	1.5589977925104813e-05
187.0	1.4650646649326484e-07	5.860261676326109e-09	0.0004505385494201176	8547078921125378.0	1.804817976654078e-05	0.0005047144175914368	9576391138107156.0	2.0221695665881243e-05
188.0	1.8602960470362624e-07	7.441189108712249e-09	0.0005812118119604595	8687420764217642.0	2.3293346299745724e-05	0.0006526168512544615	9756829721116516.0	2.6160723608290146e-05
189.0	2.3562876587453324e-07	9.425158620828472e-09	0.0007477440792350612	8829092347850744.0	2.9984955754023917e-05	0.0008415585225873815	9939683775239120.0	3.375669507886461e-05
190.0	2.9772312775393366e-07	1.1908938006575473e-08	0.0009593773267215531	8972094513998395.0	3.8500428175242096e-05	0.0010822393342791072	1.0124972598410918e+16	4.344757845486553e-05
191.0	3.752766492758445e-07	1.5011086695976098e-08	0.0012275556850881106	9116428015701386.0	4.931005936433311e-05	0.0013879365502233554	1.031271553968849e+16	5.5780686755128864e-05
192.0	4.7191258100036374e-07	1.8876536385683815e-08	0.0015663908061916785	9262093517269690.0	6.299849235178354e-05	0.0017750526954196757	1.0502931999114328e+16	7.143837189548864e-05
193.0	5.920503097781302e-07	2.3682065150778317e-08	0.001993202326462403	9409091594490028.0	8.029083101260826e-05	0.0022637500228871346	1.0695641427583208e+16	9.126937811259349e-05
194.0	7.410685498952188e-07	2.9642825585076395e-08	0.0025291342871328706	9557422734838670.0	0.00010208432923191625	0.0028786700616617524	1.089086332670957e+16	0.00011632701705355605
195.0	9.254995504808625e-07	3.702011384602594e-08	0.0031998409995412525	9707087337700378.0	0.00012948676239657586	0.0036497261799802528	1.108861724869596e+16	0.00014791554840678053
196.0	1.1532597434686468e-06	4.6130596701361936e-08	0.004036223519060907	9858085714592700.0	0.00016386279084063847	0.004612939574029331	1.128892279620247e+16	0.0001876464101171258
197.0	1.43392312049515e-06	5.73572482980387e-08	0.005075178237492047	1.0010418089396518e+16	0.0002068898617522399	0.005811261310768917	1.149179962221719e+16	0.0002375062473807513
198.0	1.7790446147755994e-06	7.116228796692357e-08	0.0063602888774095265	1.0164084598592576e+16	0.0002606254721212716	0.007295280521153228	1.1697267429927668e+16	0.00029993904683514865
199.0	2.202541890686137e-06	8.810245557007068e-08	0.007942348117742477	1.0319085291504308e+16	0.0003275879364325085	0.009123655749842925	1.190534597259332e+16	0.00037794509973551886
200.0	2.7211452265689152e-06	1.0884701239035744e-07	0.009879529928755789	1.0475420130547028e+16	0.00041085317562901955	0.011363015830936508	1.2116055053418836e+16	0.0004752000046544397
201.0	3.3549266339329685e-06	1.341989141304896e-07	0.012236942509866124	1.063308899148321e+16	0.000514170475897508	0.014086951071935007	1.2329414525428522e+16	0.0005961974868408344
202.0	4.127921009314827e-06	1.6511966908573374e-07	0.015085168970965807	1.0792091663684974e+16	0.0006421006655398956	0.017373549202727913	1.254544429134159e+16	0.0007464204697288106
203.0	5.068853986039471e-06	2.0275846992692647e-07	0.018497245880342836	1.0952427850402442e+16	0.0008001807351500993	0.021300723683795653	1.2764164303448398e+16	0.0009325455976899861
204.0	6.211993266377285e-06	2.4848627281814086e-07	0.022543343475621896	1.1114097169039552e+16	0.0009951195912627354	0.02593834911049376	1.298559456348759e+16	0.0011626872932439974
205.0	7.598142596477725e-06	3.039355939414207e-07	0.027282216961394927	1.1277099151436032e+16	0.0012350303986540152	0.03133600305850136	1.320975512252414e+16	0.0014466884538312688
206.0	9.275800225267e-06	3.7104690216622727e-07	0.03274834775906684	1.1441433244156732e+16	0.0015297058450912946	0.037505011393252755	1.3436666080828316e+16	0.0017964660723673099
207.0	1.1302506694369265e-05	4.521226089624206e-07	0.038933690732707665	1.1607098808787574e+16	0.0018909436696998674	0.04439368553060397	1.3666347587755508e+16	0.0022264214240529673
208.0	1.3746410170797756e-05	5.498897942205601e-07	0.04576327230846303	1.1774095122238712e+16	0.0023329309491724446	0.05185542982052972	1.3898819841626948e+16	0.0027539260239421537
209.0	1.6688081290778925e-05	6.675729610626094e-07	0.05306483733784389	1.194242137705462e+16	0.002872696953684628	0.05961124004341333	1.413410308961132e+16	0.0033998963532305805
210.0	2.0222613665473245e-05	8.08978285799047e-07	0.06053472815506567	1.2112076681731136e+16	0.0035306458876401257	0.06721158497066226	1.4372217627607122e+16	0.004189472408122788
211.0	2.4462050841431224e-05	9.78591022876237e-07	0.06770566429131786	1.2283060061040124e+16	0.00433118254265645	0.07400827639086661	1.4613183800126014e+16	0.005152817478153426
212.0	2.9538185643248747e-05	1.1816879410972356e-06	0.07392738993465706	1.2455370456360762e+16	0.005303445837514486	0.07915465577181882	1.4857022000176924e+16	0.006326059249764096
213.0	3.5605783483260923e-05	1.424466908908258e-06	0.07837793808936147	1.2629006726018204e+16	0.006482167430949795	0.08166069590065889	1.5103752669150954e+16	0.007752395399029122
214.0	4.2846287428801405e-05	1.7141960156400781e-06	0.08012965263902275	1.280396764562932e+16	0.007908675100073391	0.08053381201297431	1.535339629670716e+16	0.009483390332900113
215.0	5.1472069589549764e-05	2.059384915006702e-06	0.07829544827131114	1.2980251908456284e+16	0.009632063415156747	0.07502707180060121	1.5605973420659108e+16	0.011580493714849342
216.0	6.173130073243304e-05	2.4699814098457813e-06	0.07226866683933865	1.3157858125766254e+16	0.01171055744945071	0.06498067392619902	1.5861504626862242e+16	0.01411681592795571
217.0	7.391351793954959e-05	2.9575966662253453e-06	0.062033409283039555	1.3336784827199296e+16	0.014213098883567489	0.05116914068238319	1.6120010549101994e+16	0.017179200752438888
218.0	8.835597856261824e-05	3.5357628540838675e-06	0.04845506077855227	1.3517030461142964e+16	0.017221187945005274	0.035465968407376626	1.638151186898275e+16	0.020870641338721387
219.0	0.00010545089763053357	4.220227464230147e-06	0.033377794441330946	1.369859339511424e+16	0.02083101921662574	0.02057129567111436	1.664602931581748e+16	0.02531309212243522
220.0	0.00012565367512595808	5.0292890517942175e-06	0.019316433689899704	1.3881471916148754e+16	0.025155954510319364	0.00914592728433071	1.691358366651827e+16	0.030650736744022297
221.0	0.00014949222899568362	5.984179708394086e-06	0.008642551781198046	1.406566423119704e+16	0.03032938179630344	0.0025842632220314365	1.7184195745487454e+16	0.03705378040173417
222.0	0.00017757755915305786	7.109500173976822e-06	0.002515132717838466	1.4251168467527556e+16	0.03650801567298091	0.0	1.745788642450956e+16	0.044722844492041176
223.0	0.000210615676721941	8.433714169443846e-06	0.0	1.4437982673137972e+16	0.04387570213190051	0.0	1.7734676622644048e+16	0.053894051995810544
224.0	0.0002494210408802827	9.989709268094464e-06	0.0	1.4626104817171902e+16	0.052647798498962436	0.0	1.801458730611865e+16	0.06484490398434659
225.0	0.00029493165223319005	1.1815432433275142e-05	0.0	1.4815532790344366e+16	0.06307620850580678	0.0	1.8297639488223504e+16	0.07790106099157322
226.0	0.00034822595580275196	1.3954609237459712e-05	0.0	1.500626440537229e+16	0.07545516256142583	0.0	1.8583854229206024e+16	0.09344415798648545
227.0	0.0004105417073017847	1.6457556750794324e-05	0.0	1.519829739741414e+16	0.0901278445593975	0.0	1.8873252636166396e+16	0.11192079845812568
228.0	0.0004832969518327515	1.9382101151785114e-05	0.0	1.539162942451451e+16	0.10749397908542234	0.0	1.916585586295381e+16	0.13385289188454846
229.0	0.0005681132525343967	2.2794612276643566e-05	0.0	1.558625806805641e+16	0.12801850680799776	0.0	1.9461685110063372e+16	0.15984951980641998
230.0	0.0006668412854231955	2.6771168594652065e-05	0.0	1.5782180833220718e+16	0.152241491277284	0.0	1.9760761624533724e+16	0.19062053909313906
231.0	0.0007815888824618826	3.139886748303885e-05	0.0	1.5979395149451054e+16	0.18078941746982666	0.0	2.006310669984529e+16	0.22699215702320324
232.0	0.000914751553566054	3.6777297185090695e-05	0.0	1.6177898370926164e+16	0.21438806135840502	0.0	2.036874167581917e+16	0.26992474177219267
233.0	0.0010690454445816656	4.3020188478900854e-05	0.0	1.6377687777039084e+16	0.2538771307278213	0.0	2.0677687938516784e+16	0.32053316410608673
234.0	0.0012475425856738566	5.025726587114641e-05	0.0	1.6578760572881806e+16	0.3002269005837197	0.0	2.0989966920140108e+16	0.3801100018355031
235.0	0.0014537081449459395	5.8636320071106364e-05	0.0	1.6781113889736998e+16	0.3545570920118758	0.0	2.130560009893246e+16	0.4501519782465297
236.0	0.0016914392155112767	6.832552560570029e-05	0.0	1.6984744785575948e+16	0.4181582714533644	0.0	2.1624608999080148e+16	0.5323900496632393
237.0	0.0019651044186381698	7.951602971855946e-05	0.0	1.7189650245562382e+16	0.49251607829871996	0.0	2.1947015190614536e+16	0.6288236059273157
238.0	0.002279583286595442	9.242484116706074e-05	0.0	1.739582718256278e+16	0.5793386227177488	0.0	2.2272840289314764e+16	0.7417593013431532
239.0	0.0026403039795657754	0.0001072980502040871	0.0	1.7603272437662386e+16	0.6805874329984772	0.0	2.2602105956611256e+16	0.8738550930143066
240.0	0.0030532773720409064	0.00012441441391953332	0.0	1.7811982780687258e+16	0.7985123726532835	0.0	2.2934833899489636e+16	1.028170129007042
241.0	0.0035251248937332304	0.00014408934423464748	0.0	1.802195491073245e+16	0.9356909924682318	0.0	2.3271045870395324e+16	1.208221200979522
242.0	0.0040630967048063075	0.000166679339205318	0.0	1.823318545669486e+16	1.0950728318501646	0.0	2.3610763667138704e+16	1.4180465554155233
243.0	0.004675075801264939	0.0001925869019142269	0.0	1.8445670977813268e+16	1.2800292376152038	0.0	2.395400913280098e+16	1.6622779450510303
244.0	0.00536956246148204	0.0002222659951328925	0.0	1.865940796421261e+16	1.49440932713388	0.0	2.430080415564053e+16	1.9462218981809694
245.0	0.006155632042092188	0.000256228084130462	0.0	1.8874392837453748e+16	1.7426027869015757	0.0	2.465117066899973e+16	2.275951289036562
246.0	0.007042857504380154	0.00029504882451526597	0.0	1.909062195108972e+16	2.0296102675649212	0.0	2.500513065121268e+16	2.65840840814548
247.0	0.008041186212658731	0.00033937545683583776	0.0	1.930809159122518e+16	2.361122212651601	0.0	2.536270612551311e+16	3.1015208583907445
248.0	0.009160758535244218	0.00038993497486088845	0.0	1.9526797977082816e+16	2.743607041209435	0.0	2.5723919159943124e+16	3.614331741310201
249.0	0.010411653682467794	0.00044754314002391586	0.0	1.9746737261573936e+16	3.1844096947738256	0.0	2.608879186726238e+16	4.207145750032888
250.0	0.011803546185620352	0.0005131144204770876	0.0	1.9967905531872856e+16	3.6918616570794884	0.0	2.645734640485778e+16	4.891692951183692
251.0	0.013345254697958943	0.0005876729395770166	0.0	2.0190298809998028e+16	4.275403661314443	0.0	2.6829604974653904e+16	5.681312219284916
252.0	0.015044163748958428	0.000672364525441564	0.0	2.041391305339635e+16	4.945722415062495	0.0	2.7205589823023704e+16	6.591156484833688
253.0	0.016905499231243265	0.0007684699604995865	0.0	2.063874415553207e+16	5.714902798067912	0.0	2.7585323240699948e+16	7.638422172679903
254.0	0.01893144047074558	0.0008774195377281209	0.0	2.086478794648041e+16	6.596597123251673	0.0	2.796882756268713e+16	8.842605441953047
255.0	0.021120056684229872	0.0010008090385603483	0.0	2.109204019352541e+16	7.606213197737443	0.0	2.835612516817379e+16	10.225788094082343
256.0	0.023464064679797683	0.0011404172562821566	0.0	2.132049660176145e+16	8.761123078786493	0.0	2.8747238480445588e+16	11.812956293035082
257.0	0.025949419264563966	0.0012982251981396343	0.0	2.155015281469923e+16	10.080894590272255	0.0	2.9142189966798644e+16	13.632355543418777
258.0	0.0285537696210626	0.0014764371093891168	0.0	2.1781004414875004e+16	11.587547849535857	0.0	2.9541002138453564e+16	15.71588569941237
259.0	0.0312448455333361	0.0016775034731612176	0.0	2.2013046924464476e+16	13.305839253019005	0.0	2.9943697550469844e+16	18.099540132482748
260.0	0.033978878100227504	0.0019041461513129615	0.0	2.2246275805899508e+16	15.263575582914825	0.0	3.0350298801660864e+16	20.823893570552116
261.0	0.036699210934775205	0.0021593858434457275	0.0	2.24806864624881e+16	17.491961127252864	0.0	3.076082853450935e+16	23.93464353793476
262.0	0.039335318637491686	0.00244657205399396	0.0	2.2716274239038652e+16	20.02598095329754	0.0	3.1175309435083304e+16	27.48321077614162
263.0	0.04180251562603438	0.0027694157707868635	0.0	2.2953034422486612e+16	22.904823740075766	0.0	3.1593764232952336e+16	31.527404513119137
264.0	0.04400270216235072	0.0031320250727806093	0.0	2.319096224252484e+16	26.172347861356492	0.0	3.2016215701104744e+16	36.1321589751469
265.0	0.045826541983326766	0.003538943899790792	0.0	2.343005287223621e+16	29.87759471669625	0.0	3.2442686655864736e+16	41.3703481042202
266.0	0.04715747679184785	0.003995194233063738	0.0	2.367030142872947e+16	34.07535363652922	0.0	3.287319995681036e+16	47.32368605720693
267.0	0.04787792930511204	0.004506321952447999	0.0	2.391170297377832e+16	38.826783039020484	0.0	3.3307778506691756e+16	54.083721724430774
268.0	0.047877895416255915	0.005078446653801649	0.0	2.4154252514461616e+16	44.200092892882004	0.0	3.374644525134998e+16	61.75293621780176
269.0	0.047065843848665564	0.005718315729147656	0.0	2.439794500380771e+16	50.271293943115104	0.0	3.4189223179636216e+16	70.44595304571835
270.0	0.045381405013777715	0.0064333630319930845	0.0	2.4642775341439772e+16	57.125019587027175	0.0	3.4636135323331452e+16	80.29087151709724
271.0	0.04280874267040609	0.007231772471225963	0.0	2.488873837422434e+16	64.85542674769515	0.0	3.508720475706661e+16	91.43073480413943
272.0	0.039388814101787156	0.008122546899112378	0.0	2.51358288969211e+16	73.56718258268398	0.0	3.5542454598243104e+16	104.02514504647944
273.0	0.03522806075585591	0.009115582682211874	0.0	2.5384041652834944e+16	83.3765443892899	0.0	3.6001908006953868e+16	118.25203890278374
274.0	0.030500642884619466	0.010221750368525967	0.0	2.563337133447e+16	94.41254062534935	0.0	3.646558818590488e+16	134.30963805370973
275.0	0.025441427274705317	0.011452981889970213	0.0	2.5883812584184988e+16	106.8182615588748	0.0	3.6933518380336904e+16	152.41859033745433
276.0	0.0203278657739564	0.012822364766344164	0.0	2.61353599948508e+16	120.75226869221952	0.0	3.7405721877947896e+16	172.82431846059535
277.0	0.015450871807920813	0.01434424380541353	0.0	2.6388008110508944e+16	136.39013277911025	0.0	3.788222200881571e+16	195.79959457767714
278.0	0.011077735704858498	0.01603433082359054	0.0	2.6641751427030496e+16	153.92611096806058	0.0	3.836304214532123e+16	221.6473604787808
279.0	0.007413461230670253	0.0179098229430148	0.0	2.68965843927784e+16	173.57497436521595	0.0	3.8848205702072056e+16	250.7038146703221
280.0	0.004569529842525403	0.01998953005369553	0.0	2.7152501409269724e+16	195.57399811618478	0.0	3.933773613582627e+16	283.3417892871027
281.0	0.0025494967486368817	0.022294012063773717	0.0	2.7409496831837144e+16	220.18512696176262	0.0	3.983165694541704e+16	319.9744415387061
282.0	0.001257703024296839	0.02484572659702713	0.0	2.7667564970294948e+16	247.69733012977815	0.0	4.032999167167738e+16	361.05928627820913
283.0	0.0005306375044181622	0.02766918783445339	0.0	2.792670008960198e+16	278.42916038619995	0.0	4.0832763897365144e+16	407.10259829174646
284.0	0.00018203669855712567	0.030791137236237325	0.0	2.8186896410527892e+16	312.7315330865738	0.0	4.133999724708898e+16	458.6642150516475
285.0	4.660389410010047e-05	0.03424072692165253	0.0	2.8448148110318756e+16	350.99074214570794	0.0	4.185171538723398e+16	516.3627729605352
286.0	7.456556899271917e-06	0.03804971652759754	0.0	2.871044932336257e+16	393.6317309830941	0.0	4.23679420258883e+16	580.8814125479712
287.0	0.0	0.04225268441142739	0.0	2.8973794141856056e+16	441.12163770501246	0.0	4.288870091276984e+16	652.9739906707827
288.0	0.0	0.04688725411081817	0.0	2.923817661647119e+16	493.97363505703237	0.0	4.341401583915334e+16	733.4718405254109
289.0	0.0	0.051994337022351116	0.0	2.9503590757021332e+16	552.7510870227209	0.0	4.394391063779808e+16	823.291123209862
290.0	0.0	0.05761839231168567	0.0	2.9770030533128012e+16	618.0720453619737	0.0	4.447840918287563e+16	923.4408176879421
291.0	0.0	0.06380770512143284	0.0	3.0037489874886304e+16	690.6141108762101	0.0	4.50175353898982e+16	1035.0313993156378
292.0	0.0	0.07061468419833797	0.0	3.0305962673531816e+16	771.1196857626395	0.0	4.556131321564741e+16	1159.2842606008808
293.0	0.0	0.07809618011916995	0.0	3.0575442782105492e+16	860.4016450786652	0.0	4.610976665810312e+16	1297.5419315936836
294.0	0.0	0.08631382535479847	0.0	3.0845924016118372e+16	959.3494570836142	0.0	4.666291975637292e+16	1451.2791612538615
295.0	0.0	0.09533439747451376	0.0	3.111740015421598e+16	1068.935784062947	0.0	4.722079659062198e+16	1622.1149253317246
296.0	0.0	0.10523020685757084	0.0	3.1389864938842532e+16	1190.2235971716673	0.0	4.778342128200301e+16	1811.8254307319091
297.0	0.0	0.11607951034651923	0.0	3.1663312076902292e+16	1324.373840864961	0.0	4.8350817992586776e+16	2022.358191028179
298.0	0.0	0.12796695234701758	0.0	3.19377352404229e+16	1472.65368461784	0.0	4.892301092529302e+16	2255.847252767746
299.0	0.0	0.14098403495156012	0.0	3.221312806721448e+16	1636.4454018742413	0.0	4.950002432382144e+16	2514.6296574601874
